,citys,latlong,spots,provinces
3473,泸州,"105.308924,28.842903",方山,四川
3474,绵阳,"105.082477,31.085859",三台杜甫草堂,四川
3475,成都,"103.919245,30.711815",芙蓉古城,四川
3476,雅安,"103.209138,30.206479",雅安牛碾坪万亩观光茶园,四川
3477,巴中,"106.843117,32.353343",红四方面军总指挥部旧址纪念馆,四川
3478,成都,"103.793834,30.817807",四川农科村,四川
3479,山南,"90.732202,28.920548",羊卓雍措,西藏
3480,昌都,"96.504843,31.380499",查杰玛大殿,西藏
3481,昌都,"97.177434,31.141792",强巴林寺,西藏
3482,山南,"91.806504,29.138169",雍布拉康,西藏
3483,拉萨,"90.285720,29.329761",西藏尼木吞巴景区,西藏
3484,拉萨,"91.107474,29.707308",娘热民俗风情园,西藏
3485,山南,"91.404288,29.179288",敏珠林寺,西藏
3486,日喀则,"88.827486,29.115979",俄尔寺,西藏
3487,中卫,"105.198211,37.509002",中卫寺口子风景旅游区,宁夏
3488,银川,"106.178023,38.419840",森淼生态旅游区,宁夏
3489,中卫,"105.189575,37.518188",中卫高庙,宁夏
3490,吴忠,"107.378283,37.769815",盐池革命烈士纪念园,宁夏
3491,石嘴山,"106.544658,38.911249",平罗玉皇阁,宁夏
3492,银川,"106.418953,37.849791",长流水旅游区,宁夏
3493,银川,"106.031437,38.252611",玉泉营葡萄庄园,宁夏
3494,银川,"106.314893,38.523398",中国枸杞馆,宁夏
3495,银川,"106.001136,38.701321",贺兰山·1958创意产业休闲区,宁夏
3496,鞍山,"122.906305,41.008998",汤岗子温泉,辽宁
3497,大连,"121.236387,38.831136",闯关东影视城,辽宁
3498,葫芦岛,"120.521610,40.959620",灵山寺,辽宁
3499,本溪,"123.695227,41.328070",东风湖旅游度假村,辽宁
3500,大连,"122.009092,39.089329",生命奥秘博物馆,辽宁
3501,沈阳,"123.479704,41.806525",沈阳老龙口酒博物馆,辽宁
3502,朝阳,"120.196119,41.183692",清风岭,辽宁
3503,朝阳,"120.471504,41.585133",朝阳千佛洞旅游区,辽宁
3504,葫芦岛,"120.813317,40.498744",觉华岛,辽宁
3505,丹东,"124.751327,40.730449",黄椅山火山森林公园,辽宁
3506,大连,"122.303895,39.832389",福慧温泉山庄,辽宁
3507,沈阳,"123.415323,41.847048",新乐遗址博物馆,辽宁
3508,葫芦岛,"119.354620,40.556305",龙潭大峡谷,辽宁
3509,大连,"122.578703,39.279215",大长山岛,辽宁
3510,葫芦岛,"120.585860,40.372599",金沙湾滨海旅游度假区,辽宁
3511,锦州,"121.127003,41.095119",锦州凌海岩井寺,辽宁
3512,鞍山,"123.016243,41.084254",汤岗子热矿泥温泉,辽宁
3513,大连,"121.548431,39.515202",大黑山,辽宁
3514,大连,"121.258764,38.842190",旅顺蝶恋花蝴蝶园,辽宁
3515,沈阳,"123.723334,42.021530",沈阳国家森林公园,辽宁
3516,本溪,"124.200488,41.076917",绿石谷国家森林公园,辽宁
3517,沈阳,"123.608686,41.832474",沈阳鸟岛公园,辽宁
3518,辽阳,"123.422953,41.136524",弓长岭温泉滑雪场,辽宁
3519,沈阳,"123.720403,41.576274",沈阳白清寨滑雪场,辽宁
3520,本溪,"125.266876,41.192161",望天洞,辽宁
3521,丹东,"123.600439,39.900280",大孤山,辽宁
3522,沈阳,"123.452889,41.790631",沈阳南关天主教堂,辽宁
3523,铁岭,"124.202740,42.369779",象牙山,辽宁
3524,抚顺,"124.373967,41.674718",三块石国家森林公园,辽宁
3525,营口,"122.082225,40.220374",白沙湾海滨浴场,辽宁
3526,大连,"121.523450,38.942600",欢乐雪世界滑雪场,辽宁
3527,大连,"121.367271,38.977413",金龙寺国家森林公园,辽宁
3528,大连,"122.038674,39.404258",大连东方韵温泉,辽宁
3529,沈阳,"123.776692,41.763053",中华寺,辽宁
3530,抚顺,"123.907764,41.883693",抚顺战犯管理所遗址,辽宁
3531,辽阳,"123.146234,40.844570",瓦子沟,辽宁
3532,铁岭,"123.854047,42.300203",铁岭博物馆,辽宁
3533,鞍山,"122.363806,41.520594",少帅陵,辽宁
3534,大连,"121.819574,39.099867",大连大学博物馆,辽宁
3535,鞍山,"122.637784,40.858195",海城市西柳服装市场,辽宁
3536,大连,"121.717925,39.098125",大连广播电视塔,辽宁
3537,本溪,"123.786960,41.282960",本溪动物园,辽宁
3538,沈阳,"123.431474,41.805698",沈阳仙子湖景区,辽宁
3539,盘锦,"122.045974,41.193332",辽河绿水湾景区,辽宁
3540,鞍山,"122.797211,40.918080",海城市南台箱包市场,辽宁
3541,本溪,"123.776221,41.282212",本溪平顶山森林公园,辽宁
3542,大连,"121.506299,39.709761",仙峪湾,辽宁
3543,抚顺,"123.923248,41.831604",平顶山惨案纪念馆,辽宁
3544,沈阳,"123.723799,41.955917",沈阳华夏饮食文化博物馆,辽宁
3545,辽阳,"123.214090,41.188880",辽阳龙石风景旅游区,辽宁
3546,丹东,"123.740218,39.755520",大鹿岛,辽宁
3547,营口,"122.526398,40.647041",铁岭蟠龙山风景区,辽宁
3548,阜新,"122.226955,42.713832",阜新大清沟景区,辽宁
3549,营口,"122.172704,40.666268",西炮台遗址,辽宁
3550,鞍山,"123.055687,40.563257",白云山,辽宁
3551,铁岭,"124.728355,42.525014",城子山省级森林公园,辽宁
3552,丹东,"123.819226,39.792712",獐岛,辽宁
3553,本溪,"125.424178,41.254268",桓龙湖,辽宁
3554,朝阳,"119.741185,41.125160",喀左天成观,辽宁
3555,本溪,"124.202441,41.082740",汤沟,辽宁
3556,沈阳,"123.341747,42.556306",沈阳慈恩寺,辽宁
3557,鞍山,"123.037771,40.179164",鞍山龙潭湾景区,辽宁
3558,辽阳,"123.040521,41.442714",佟二堡皮装大市场,辽宁
3559,沈阳,"123.412756,41.770688",兴隆室内公园,辽宁
3560,营口,"122.148050,40.261925",青龙山公园,辽宁
3561,大连,"120.983598,38.952895",蛇岛,辽宁
3562,鞍山,"122.533263,40.949499",牛庄古城旅游风景区,辽宁
3563,沈阳,"123.526878,41.928829",蒙牛乳业沈阳景区,辽宁
3564,葫芦岛,"120.842430,40.709048",龙湾海滨滑雪场,辽宁
3565,铁岭,"125.068364,42.563722",铁岭冰砬山旅游风景区,辽宁
3566,铁岭,"123.852480,42.300317",周恩来纪念馆,辽宁
3567,锦州,"121.143216,41.105174",锦州凌河公园,辽宁
3568,鞍山,"122.949298,41.068909",鞍山千山区双龙山,辽宁
3569,鞍山,"123.192701,40.181299",岫岩冰湖旅游度假区,辽宁
3570,鞍山,"123.285114,40.298204",中国玉雕会展中心,辽宁
3571,沈阳,"123.004083,41.696911",沈阳金太阳温泉主题度假区,辽宁
3572,本溪,"123.817564,41.307855",本溪市博物馆,辽宁
3573,营口,"122.114552,40.298283",墩台山,辽宁
3574,鞍山,"123.300667,40.288250",岫岩百菇园,辽宁
3575,铁岭,"123.547718,42.463398",铁岭调兵山风景区,辽宁
3576,沈阳,"123.307800,42.343318",爱新觉罗祖家坊酒景区,辽宁
3577,抚顺,"124.300082,41.931752",元帅林国家森林公园,辽宁
3578,铁岭,"123.726166,42.223769",铁岭龙山,辽宁
3579,大连,"121.259922,38.838401",旅顺口南山俊景区,辽宁
3580,盘锦,"122.066761,41.141304",中兴公园,辽宁
3581,朝阳,"121.012234,41.714233",白石水库,辽宁
3582,锦州,"121.371530,41.177222",萧军纪念馆,辽宁
3583,大连,"121.789999,39.048894",大连开发区文化广场,辽宁
3584,锦州,"121.241442,41.537426",义县化石馆,辽宁
3585,沈阳,"123.668287,41.725134",沈阳朝阳山风景区,辽宁
3586,铁岭,"123.893128,42.305640",辽宁职业学院景区,辽宁
3587,锦州,"121.444160,41.308180",吴楚庄园,辽宁
3588,西宁,"101.749760,36.620126",西宁浦宁之珠,青海
3589,西宁,"101.094026,36.442590",日月山,青海
3590,西宁,"101.766525,36.618972",麒麟湾,青海
3591,西宁,"101.269104,36.680556",赞普林卡,青海
3592,玉树藏族自治州,"97.015914,33.008969",结古寺,青海
3593,玉树藏族自治州,"97.076490,32.894993",文成公主庙,青海
3594,玉树藏族自治州,"96.425499,33.266334",隆宝滩,青海
3595,玉树藏族自治州,"97.053520,33.019650",新寨玛尼堆,青海
3596,西宁,"101.797939,36.615493",东关清真大寺,青海
3597,西宁,"101.263319,36.680286",西宁人民公园,青海
3598,西宁,"101.774263,36.600345",南山公园,青海
3599,玉树藏族自治州,"96.689998,33.666916",尕朵觉悟,青海
3600,玉树藏族自治州,"96.578683,32.475029",当卡寺,青海
3601,海东地区,"123.386505,41.800625",桃花园林,青海
3602,海东地区,"99.754669,34.952038",本康滩自然风景区,青海
3603,海南藏族自治州,"101.390360,36.031650",黄河奇石苑,青海
3604,玉树藏族自治州,"97.010494,32.995150",三江源,青海
3605,玉树藏族自治州,"97.053520,33.019650",新寨嘉那嘛呢,青海
3606,海东地区,"118.348190,36.254089",七里寺,青海
3607,果洛藏族自治州,"97.916784,35.105982",黄河源旅游区,青海
3608,海南藏族自治州,"101.009202,36.121257",龙羊峡水电站,青海
3609,海西蒙古族藏族自治州,"97.870541,36.721049",金子海,青海
3610,果洛藏族自治州,"99.651700,33.744411",格萨尔王狮龙宫殿,青海
3611,玉树藏族自治州,"95.485570,33.846021",贡萨寺,青海
3612,玉树藏族自治州,"95.884266,32.162593",尕尔寺大峡谷生态旅游区,青海
3613,海东地区,"101.924332,36.344997",峡群寺森林公园,青海
3614,果洛藏族自治州,"99.894833,34.024190",官仓峡,青海
3615,果洛藏族自治州,"100.737386,32.932716",格萨尔王莲花圣殿旅游区,青海
3616,果洛藏族自治州,"100.543976,32.903529",玛柯河原始森林生态旅游区,青海
3617,果洛藏族自治州,"99.651537,33.749246",查朗寺旅游区,青海
3618,海东地区,"106.931938,32.490322",柳湾彩陶旅游区,青海
3619,果洛藏族自治州,"100.119331,33.847932",龙恩寺德尔文格萨尔文化史诗村,青海
3620,庆阳,"108.341670,36.395829",南梁革命纪念馆,甘肃
3621,临夏,"102.720520,35.803727",大墩峡景区,甘肃
3622,平凉,"106.584873,35.506286",太统山旅游景区,甘肃
3623,定西,"105.169696,35.200519",通渭温泉度假区,甘肃
3624,定西,"104.241359,35.020775",首阳山,甘肃
3625,天水,"106.214431,34.741943",清水温泉度假村,甘肃
3626,平凉,"106.698284,35.234371",米家沟生态园,甘肃
3627,平凉,"106.674810,35.545461",柳湖公园,甘肃
3628,兰州,"103.824117,36.057190",兰山风景区,甘肃
3629,兰州,"103.705198,36.118955",兰州植物园,甘肃
3630,兰州,"103.826590,36.083540",五一山森林生态旅游区,甘肃
3631,兰州,"103.826590,36.083540",龙头山森林生态旅游区,甘肃
3632,张掖,"100.451855,38.941649",甘泉公园,甘肃
3633,兰州,"103.839780,36.028475",兰山公园,甘肃
3634,平凉,"106.668028,35.532342",南山生态公园,甘肃
3635,酒泉,"94.667367,40.140697",沙洲夜市,甘肃
3636,兰州,"103.988424,35.996946",石源园林山庄,甘肃
3637,嘉峪关,"98.288960,39.775384",城市博物馆,甘肃
3638,庆阳,"108.019656,35.832829",合水陇东古石刻艺术博物馆,甘肃
3639,武威,"103.133342,36.976991",天祝三峡,甘肃
3640,定西,"104.644129,34.354922",狼渡湿地草原,甘肃
3641,白银,"104.064441,37.200613",寿鹿山森林公园,甘肃
3642,酒泉,"94.703001,40.145219",三危山,甘肃
3643,张掖,"99.798294,39.376567",月牙湖公园,甘肃
3644,定西,"104.626086,35.007907",仁寿山森林公园,甘肃
3645,平凉,"106.655171,35.209621",双凤山公园,甘肃
3646,酒泉,"98.919815,40.101627",金鼎湖清泽溪风景区,甘肃
3647,甘南,"103.894441,34.100699",腊子口,甘肃
3648,张掖,"99.800480,39.306030",祁连葡萄庄园,甘肃
3649,酒泉,"97.424124,40.036860",铁人王进喜纪念馆,甘肃
3650,平凉,"105.730943,35.520414",成纪文化城,甘肃
3651,酒泉,"96.739390,40.574303",桥湾城,甘肃
3652,张掖,"100.409111,38.948137",南湖生态植物示范园,甘肃
3653,酒泉,"98.494483,39.732410",酒泉鸳鸯湖,甘肃
3654,酒泉,"94.330137,39.623892",金山湖水利风景区,甘肃
3655,张掖,"100.605545,38.918941",二坝湖水利风景区,甘肃
3656,武威,"103.138219,37.684050",马路滩生态旅游区,甘肃
3657,平凉,"106.662460,35.219951",华亭莲华湖,甘肃
3658,临夏,"103.135826,35.568196",枹罕山庄,甘肃
3659,酒泉,"94.335210,39.632015",哈萨克民族风情园,甘肃
3660,武威,"102.623544,37.488247",黄羊河休闲农业旅游区,甘肃
3661,酒泉,"98.513821,39.754795",常青苑,甘肃
3662,西安,"108.925920,34.273948",西安广仁寺,陕西
3663,西安,"108.946596,34.195913",陕西自然博物馆,陕西
3664,西安,"108.959249,34.207429",西安植物园,陕西
3665,宝鸡,"106.469342,33.895605",灵官峡,陕西
3666,西安,"109.103096,34.188885",西安鲸鱼沟竹海风景区,陕西
3667,咸阳,"108.541676,34.573299",昭陵博物馆,陕西
3668,西安,"108.809561,33.966059",祥峪森林公园,陕西
3669,渭南,"109.955359,34.565868",华山御温泉,陕西
3670,延安,"109.468217,36.619106",杨家岭革命旧址,陕西
3671,宝鸡,"107.129619,34.395460",大唐秦王陵,陕西
3672,安康,"109.526738,31.882917",飞渡峡景区,陕西
3673,西安,"108.943286,34.227029",大兴善寺,陕西
3674,商洛,"109.135065,33.614440",柞水九天山,陕西
3675,宝鸡,"107.450658,34.041129",青峰峡森林公园,陕西
3676,宝鸡,"107.189251,34.329850",宝鸡炎帝影视基地,陕西
3677,延安,"109.492602,36.603354",清凉山,陕西
3678,西安,"108.744033,34.012214",草堂寺,陕西
3679,汉中,"107.973312,33.668382",佛坪熊猫谷,陕西
3680,安康,"108.132402,32.911935",中坝大峡谷,陕西
3681,延安,"110.265611,36.082585",宜川县第二战区司令长官部秋林旧址,陕西
3682,西安,"109.217236,34.364278",临潼博物馆,陕西
3683,延安,"109.468217,36.619106",王家坪革命旧址,陕西
3684,安康,"108.775134,33.761059",秦岭峡谷乐园,陕西
3685,渭南,"110.075656,34.520551",福山风景区,陕西
3686,延安,"109.348588,36.536593",万花山,陕西
3687,西安,"108.814846,34.260111",阿房宫遗址,陕西
3688,宝鸡,"107.306938,34.246331",姜子牙钓鱼台,陕西
3689,西安,"109.416814,34.131906",水陆庵,陕西
3690,宝鸡,"107.054605,34.283744",大散关,陕西
3691,宝鸡,"106.881591,34.207043",嘉陵江源头,陕西
3692,汉中,"106.825904,33.675998",张良庙,陕西
3693,西安,"108.954730,34.273757",八路军驻西安办事处,陕西
3694,汉中,"107.033526,33.069425",汉中博物馆,陕西
3695,西安,"109.026838,34.181624",大汉上林苑,陕西
3696,宝鸡,"107.113732,34.334272",炎帝陵,陕西
3697,汉中,"107.846524,32.950352",午子山,陕西
3698,榆林,"110.146107,37.826797",黑龙潭,陕西
3699,宝鸡,"107.407904,34.516983",东湖,陕西
3700,西安,"109.201983,34.646421",阎良航空科技馆,陕西
3701,渭南,"109.665870,34.397101",渭华起义纪念馆,陕西
3702,铜川,"109.012293,34.991052",耀州窑博物馆,陕西
3703,渭南,"109.933538,35.185904",澄城城隍庙乐楼,陕西
3704,延安,"109.495977,35.819857",洛川会议旧址,陕西
3705,榆林,"109.722622,38.336034",红石峡,陕西
3706,咸阳,"108.931553,34.618507",三原县城隍庙,陕西
3707,西安,"108.853530,33.899219",秦岭大坝沟景区,陕西
3708,宝鸡,"107.166710,34.235134",鸡峰山,陕西
3709,咸阳,"108.724646,34.334472",咸阳博物馆,陕西
3710,咸阳,"108.001472,35.071225",咸阳彬县大佛寺,陕西
3711,汉中,"107.033431,33.069859",古汉台,陕西
3712,西安,"108.941039,34.106000",常宁宫,陕西
3713,汉中,"107.656516,33.204512",蔡伦墓,陕西
3714,安康,"108.893732,32.337047",岚河漂流,陕西
3715,西安,"108.447608,34.075040",大重阳万寿宫,陕西
3716,榆林,"110.499592,38.810106",二郎山,陕西
3717,榆林,"108.512853,37.629948",金鸡沙景区,陕西
3718,汉中,"107.023323,33.067480",汉中拜将台,陕西
3719,宝鸡,"107.837261,34.274695",扶眉战役纪念馆,陕西
3720,咸阳,"108.096480,34.263806",杨凌农业示范区,陕西
3721,榆林,"109.732952,38.338041",镇北台遗址,陕西
3722,铜川,"109.154895,35.028068",陈炉古镇,陕西
3723,西安,"109.494983,34.182894",猿人遗址,陕西
3724,汉中,"106.984940,33.549789",汉中栈道漂流,陕西
3725,延安,"109.468217,36.619106",凤凰山麓革命旧址,陕西
3726,安康,"108.791169,32.070282",千层河旅游风景区,陕西
3727,咸阳,"108.931570,34.619284",三原博物馆,陕西
3728,安康,"109.357765,32.355758",龙头旅游村,陕西
3729,安康,"109.547065,33.110922",旬阳县红军纪念馆,陕西
3730,呼和浩特,"111.654259,40.799802",大召寺,内蒙古
3731,呼和浩特,"110.971708,40.605895",哈素海,内蒙古
3732,包头,"109.848750,40.662750",梅力更,内蒙古
3733,呼和浩特,"111.656031,40.800901",席力图召,内蒙古
3734,鄂尔多斯,"107.041572,40.299739",黄河三盛公国家水利风景区,内蒙古
3735,乌海,"106.862234,39.764121",金沙湾,内蒙古
3736,呼和浩特,"111.665196,40.798675",五塔寺,内蒙古
3737,鄂尔多斯,"108.113596,40.527261",库布其沙漠,内蒙古
3738,乌兰察布,"111.971124,41.287054",辉腾锡勒草原,内蒙古
3739,通辽,"122.272322,43.625396",科尔沁博物馆,内蒙古
3740,兴安盟,"122.109854,46.051937",龙凤源旅游度假村,内蒙古
3741,乌海,"106.787827,39.650051",汉森庄园,内蒙古
3742,包头,"109.897978,40.637221",赛汗塔拉旅游娱乐园,内蒙古
3743,呼伦贝尔,"119.688571,49.190418",海拉尔国家森林公园,内蒙古
3744,赤峰,"119.370878,43.848094",巴林左旗召庙,内蒙古
3745,呼伦贝尔,"120.673497,51.331903",莫尔道嘎国家森林公园,内蒙古
